rating,vote_count
0.75,1548.0
1.4172141918528252,1187.0
1.5,2677.0
1.8035714285714286,1045.0
1.6428571428571428,1649.0
1.8581809657759025,2355.0
1.9285714285714286,2383.0
1.9161603888213852,4061.0
1.8333333333333333,4215.0
1.625,6737.0
2.184757505773672,1009.0
2.25,1013.0
2.2857142857142856,1048.0
2.5,1080.0
2.2741815476190474,1109.0
2.4516129032258065,1194.0
2.2020315017003758,1225.0
2.0827586206896553,1251.0
2.0595238095238093,1321.0
2.3745762711864407,1340.0
2.3699102829537613,1352.0
2.28021978021978,1397.0
2.0341382181515404,1443.0
2.2083333333333335,1450.0
2.479020979020979,1476.0
2.459731543624161,1544.0
2.178983833718245,1581.0
2.4033402561439945,1676.0
2.3448275862068964,1707.0
2.4176879617557585,1742.0
2.25,1857.0
2.1413793103448278,1957.0
2.4761904761904763,2011.0
2.442359249329759,2088.0
2.0906666666666665,2152.0
2.4882425742574257,2235.0
2.36144578313253,2297.0
2.3625954198473282,2371.0
2.344842284739983,2479.0
2.4455445544554455,2525.0
2.3333333333333335,2583.0
2.1666666666666665,2648.0
2.0694444444444446,2773.0
2.33810888252149,2796.0
2.4075937785910337,2841.0
2.5,3232.0
2.4871794871794872,3495.0
2.3333333333333335,4117.0
2.3693181818181817,4627.0
2.2903225806451615,5633.0
2.4285714285714284,5966.0
2.4649122807017543,5998.0
2.3,6029.0
2.5,11187.0
2.5166666666666666,1833.0
2.8785786460087572,1846.0
2.906473407180454,1943.0
2.728395061728395,2080.0
2.5781784980598035,2128.0
2.689146180860404,2252.0
2.88366718027735,2403.0
2.8333333333333335,2459.0
2.573353391327098,2462.0
2.811367895065584,2528.0
2.731707317073171,2558.0
2.988888888888889,2595.0
2.778225806451613,2709.0
3.0,2868.0
2.760492268854528,2880.0
2.875,2910.0
2.919453734671126,2949.0
2.8297149267520125,2978.0
2.759656652360515,3001.0
2.760869565217391,3045.0
3.0,3050.0
2.853185595567867,3082.0
2.7735849056603774,3121.0
2.668036154478225,3192.0
2.9040462427745664,3418.0
2.6666666666666665,3500.0
2.846865067899451,3643.0
2.8363636363636364,3687.0
2.8874269005847952,3758.0
2.9800413956238914,3917.0
2.869246695333652,4074.0
2.8112582781456954,4432.0
2.707178841309824,4436.0
3.0,4511.0
2.8125,4521.0
2.8463665086887837,4549.0
2.909090909090909,4562.0
2.6277777777777778,5566.0
2.980796586059744,5758.0
2.754477552003855,6037.0
2.6114362899594776,6150.0
2.6666666666666665,6155.0
2.6721787709497207,6292.0
3.0,6656.0
2.9038461538461537,6734.0
2.7,7174.0
2.8624662907575384,8226.0
2.8825301204819276,8892.0
2.963463867581752,8951.0
2.9557877813504825,9079.0
3.0434782608695654,3086.0
3.1064154786150713,3087.0
3.09375,3122.0
3.2288888888888887,3139.0
3.308572179858007,3155.0
3.3392857142857144,3183.0
3.465260841115936,3198.0
3.1365479293368086,3221.0
3.3737373737373737,3282.0
3.1551724137931036,3334.0
3.3949579831932772,3359.0
3.2746478873239435,3398.0
3.075221238938053,3404.0
3.119938985348951,3432.0
3.4308065226972233,3438.0
3.008510638297872,3759.0
3.3931413515024085,3821.0
3.1737089201877935,3833.0
3.474412532637076,3889.0
3.01717032967033,3890.0
3.470033296337403,3954.0
3.409031198686371,3962.0
3.17,3968.0
3.1560958421423537,4113.0
3.4383259911894273,4168.0
3.224336793540946,4183.0
3.1990069779924855,4200.0
3.2856009070294783,4208.0
3.144230769230769,4444.0
3.084110696517413,4455.0
3.100217864923747,4510.0
3.381859011911736,4763.0
3.3,4784.0
3.3444071212630164,4956.0
3.0625,4977.0
3.4518779342723005,5068.0
3.1803745482422516,5091.0
3.33,5148.0
3.161764705882353,5520.0
3.2782805429864252,5915.0
3.1641961231470925,6024.0
3.3279824718297264,6239.0
3.1363636363636362,6768.0
3.2962962962962963,6908.0
3.3006076546345002,7191.0
3.429514770752573,7770.0
3.326441784548422,8147.0
3.0216468590831917,8358.0
3.0832614322691976,9678.0
3.3953752843062928,12269.0
3.5162202094173574,2405.0
3.7601626016260163,2413.0
3.8892624085426144,2496.0
4.0,2498.0
3.7191489361702126,2550.0
3.6052631578947367,2622.0
3.574297399328859,2663.0
3.988410348437266,2677.0
3.5340733092410943,2737.0
3.9781992057703217,2873.0
3.60546875,2938.0
4.0893090376222485,3017.0
4.150082690187431,3034.0
3.682795698924731,3048.0
3.750324282255275,3075.0
3.794658493870403,3120.0
4.105347410145977,3188.0
3.5774647887323945,3211.0
4.112608982343029,3223.0
4.016309385863267,3322.0
3.997191011235955,3334.0
3.842241379310345,3403.0
3.8637810859650634,3512.0
3.5228261714196907,3574.0
3.8561978877153975,3640.0
3.567449355432781,3688.0
3.9874383477188657,3731.0
3.745898805178839,3857.0
3.5035240874468294,3926.0
3.538339222614841,3949.0
3.821677736228163,3991.0
3.763978263978264,4005.0
3.5711653427237735,4086.0
3.870980417840068,4166.0
3.7178208505833648,4274.0
3.7760838000414854,4293.0
3.6876861966236345,4510.0
3.656398104265403,4526.0
3.6826607226654153,4564.0
3.7260789803997296,5092.0
3.965010863864539,5380.0
3.5989304812834226,5415.0
3.534920634920635,5435.0
3.6605905006418484,6778.0
3.6580491132332877,7188.0
3.737873357228196,7511.0
3.738927738927739,7641.0
3.552969502407705,8670.0
4.0,10014.0
3.7,14075.0
